CodiMesa,VNULS,Vots nuls,VBLANCS,Vots en blanc,VCS,Vots,VJXC,Vots.1,VERC,Vots.2,VPSC,Vots.3,VCOM,Vots.4,VCUP,Vots.5,VPPC,Vots.6,VPACMA,Vots.7,VRECORTES,Vots.8,VPUMJUST,Vots.9,VDIALEG,Vots.10
0824505002A,0.0,0,0.0,1,0.0,128,0.0,9,0.0,41,0.0,86,0.0,38,0.0,3,0.0,21,0.0,6,0.0,1,0.0,0,0.0,0
0824505002B,0.0,2,0.0,1,0.0,146,0.0,10,0.0,46,0.0,122,0.0,34,0.0,7,0.0,33,0.0,4,0.0,0,0.0,0,0.0,0
0824505003U,0.0,0,0.0,4,0.0,195,0.0,30,0.0,68,0.0,163,0.0,54,0.0,9,0.0,41,0.0,4,0.0,2,0.0,0,0.0,0
0824505004U,0.0,1,0.0,3,0.0,165,0.0,20,0.0,54,0.0,111,0.0,32,0.0,12,0.0,49,0.0,5,0.0,2,0.0,0,0.0,0
0824505006U,0.0,3,0.0,0,0.0,175,0.0,26,0.0,44,0.0,116,0.0,37,0.0,7,0.0,45,0.0,4,0.0,3,0.0,0,0.0,0
0824505007A,0.0,0,0.0,2,0.0,111,0.0,13,0.0,19,0.0,62,0.0,36,0.0,1,0.0,22,0.0,6,0.0,1,0.0,0,0.0,0
0824505007B,0.0,1,0.0,1,0.0,125,0.0,6,0.0,25,0.0,65,0.0,19,0.0,2,0.0,17,0.0,5,0.0,0,0.0,0,0.0,0
0824505013A,0.0,0,0.0,0,0.0,119,0.0,11,0.0,35,0.0,71,0.0,26,0.0,5,0.0,18,0.0,4,0.0,2,0.0,0,0.0,0
0824505013B,0.0,0,0.0,0,0.0,125,0.0,13,0.0,34,0.0,73,0.0,39,0.0,3,0.0,23,0.0,3,0.0,1,0.0,0,0.0,0
0824505015A,0.0,1,0.0,0,0.0,98,0.0,14,0.0,35,0.0,65,0.0,30,0.0,9,0.0,20,0.0,5,0.0,0,0.0,0,0.0,0
0824505015B,0.0,1,0.0,0,0.0,120,0.0,17,0.0,51,0.0,80,0.0,44,0.0,11,0.0,23,0.0,8,0.0,1,0.0,0,0.0,0
0824505016U,0.0,6,0.0,3,0.0,207,0.0,43,0.0,88,0.0,154,0.0,106,0.0,21,0.0,41,0.0,15,0.0,3,0.0,0,0.0,0
0824505018A,0.0,0,0.0,0,0.0,88,0.0,7,0.0,23,0.0,44,0.0,24,0.0,2,0.0,8,0.0,4,0.0,0,0.0,0,0.0,0
0824505018B,0.0,0,0.0,2,0.0,52,0.0,10,0.0,16,0.0,43,0.0,26,0.0,10,0.0,18,0.0,3,0.0,0,0.0,0,0.0,0
0824506002U,0.0,2,0.0,2,0.0,164,0.0,26,0.0,50,0.0,117,0.0,27,0.0,11,0.0,38,0.0,5,0.0,2,0.0,0,0.0,0
0824506003A,0.0,0,0.0,1,0.0,101,0.0,3,0.0,19,0.0,44,0.0,29,0.0,3,0.0,21,0.0,6,0.0,0,0.0,0,0.0,0
0824506003B,0.0,1,0.0,0,0.0,86,0.0,4,0.0,26,0.0,69,0.0,23,0.0,3,0.0,11,0.0,3,0.0,1,0.0,0,0.0,0
0824506004A,0.0,1,0.0,0,0.0,74,0.0,8,0.0,19,0.0,52,0.0,18,0.0,4,0.0,12,0.0,4,0.0,1,0.0,0,0.0,0
0824506004B,0.0,0,0.0,0,0.0,102,0.0,13,0.0,37,0.0,67,0.0,26,0.0,4,0.0,27,0.0,2,0.0,1,0.0,0,0.0,0
0824506005U,0.0,1,0.0,5,0.0,176,0.0,21,0.0,54,0.0,109,0.0,34,0.0,6,0.0,53,0.0,3,0.0,2,0.0,0,0.0,0
0824506006U,0.0,1,0.0,3,0.0,113,0.0,16,0.0,30,0.0,80,0.0,12,0.0,4,0.0,41,0.0,4,0.0,3,0.0,0,0.0,0
0824506009U,0.0,0,0.0,1,0.0,99,0.0,21,0.0,29,0.0,53,0.0,18,0.0,2,0.0,30,0.0,6,0.0,2,0.0,0,0.0,0
0824506010U,0.0,1,0.0,2,0.0,147,0.0,14,0.0,26,0.0,58,0.0,18,0.0,5,0.0,15,0.0,6,0.0,3,0.0,0,0.0,0
0824506011U,0.0,2,0.0,4,147.0,147,20.0,20,31.0,31,60.0,60,25.0,25,10.0,10,20.0,20,5.0,5,5.0,5,0.0,0,0.0,0
0824506012U,0.0,0,0.0,5,137.0,137,11.0,11,40.0,40,83.0,83,34.0,34,0.0,0,20.0,20,3.0,3,2.0,2,0.0,0,0.0,0
0824506013U,0.0,1,0.0,1,74.0,79,8.0,8,12.0,12,52.0,52,15.0,15,3.0,3,11.0,11,3.0,3,3.0,3,0.0,0,0.0,0
0824801001B,0.0,2,0.0,6,0.0,234,0.0,170,0.0,200,0.0,90,0.0,69,0.0,35,0.0,28,0.0,13,0.0,1,0.0,0,0.0,0
0824801001C,0.0,1,0.0,3,0.0,193,0.0,159,0.0,183,0.0,91,0.0,52,0.0,26,0.0,14,0.0,12,0.0,3,0.0,0,0.0,0
0824801002A,0.0,0,4.0,4,137.0,137,238.0,238,216.0,216,72.0,72,38.0,38,35.0,35,13.0,13,0.0,5,0.0,1,0.0,0,0.0,0
0824901001U,0.0,0,0.0,0,0.0,16,0.0,115,0.0,79,0.0,10,0.0,7,0.0,27,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0
0825001001U,0.0,2,0.0,59,0.0,43,0.0,237,0.0,205,0.0,33,0.0,21,0.0,0,0.0,14,0.0,0,0.0,0,0.0,0,0.0,0
0825001002B,0.0,4,0.0,3,0.0,324,0.0,45,0.0,78,0.0,89,0.0,61,0.0,14,0.0,29,0.0,9,0.0,0,0.0,0,0.0,0
0825001003U,0.0,3,0.0,6,0.0,281,0.0,63,0.0,78,0.0,185,0.0,44,0.0,11,0.0,20,0.0,4,0.0,2,0.0,0,0.0,0
0825001005B,2.0,2,3.0,3,215.0,214,38.0,38,72.0,72,118.0,117,48.0,48,14.0,14,33.0,33,9.0,9,2.0,2,0.0,0,0.0,0
0825101001U,0.0,4,0.0,4,0.0,151,0.0,196,0.0,176,0.0,94,0.0,34,0.0,41,0.0,38,0.0,6,0.0,0,0.0,0,0.0,0
0825101002A,0.0,2,0.0,1,0.0,74,0.0,148,0.0,91,0.0,44,0.0,28,0.0,17,0.0,6,0.0,6,0.0,0,0.0,0,0.0,0
0825101002B,0.0,3,0.0,2,0.0,87,0.0,199,0.0,105,0.0,46,0.0,33,0.0,18,0.0,10,0.0,2,0.0,1,0.0,0,0.0,0
0825101004A,0.0,6,0.0,2,0.0,173,0.0,55,0.0,106,0.0,74,0.0,25,0.0,12,0.0,13,0.0,7,0.0,1,0.0,0,0.0,0
0825101004B,0.0,5,0.0,2,0.0,199,0.0,68,0.0,99,0.0,92,0.0,30,0.0,15,0.0,25,0.0,8,0.0,0,0.0,0,0.0,0
0825201002U,0.0,3,0.0,4,0.0,248,0.0,65,0.0,105,0.0,153,0.0,87,0.0,32,0.0,23,0.0,19,0.0,3,0.0,0,0.0,0
0825201003A,0.0,0,0.0,1,0.0,182,0.0,15,0.0,65,0.0,105,0.0,52,0.0,13,0.0,22,0.0,10,0.0,2,0.0,0,0.0,0
0825201003B,0.0,2,0.0,0,0.0,131,0.0,17,0.0,64,0.0,102,0.0,31,0.0,15,0.0,21,0.0,3,0.0,3,0.0,0,0.0,0
0825201004B,0.0,2,0.0,3,0.0,145,0.0,24,0.0,85,0.0,96,0.0,47,0.0,19,0.0,18,0.0,6,0.0,0,0.0,0,0.0,0
0825201005B,0.0,2,0.0,0,0.0,150,0.0,26,0.0,61,0.0,82,0.0,55,0.0,11,0.0,18,0.0,4,0.0,5,0.0,0,0.0,0
0825201006U,0.0,3,0.0,1,0.0,221,0.0,49,0.0,126,0.0,118,0.0,73,0.0,19,0.0,39,0.0,13,0.0,2,0.0,0,0.0,0
0825201007U,3.0,3,1.0,2,189.0,189,56.0,56,120.0,120,110.0,110,44.0,44,23.0,23,36.0,36,10.0,10,1.0,1,0.0,0,0.0,0
0825201011A,4.0,3,3.0,4,216.0,216,34.0,34,99.0,99,119.0,119,50.0,50,16.0,16,29.0,29,5.0,5,0.0,1,0.0,0,0.0,0
0825201018U,0.0,2,0.0,6,0.0,204,0.0,41,0.0,98,0.0,148,0.0,69,0.0,22,0.0,28,0.0,12,0.0,2,0.0,0,0.0,0
0825201021A,0.0,2,0.0,0,0.0,162,0.0,25,0.0,65,0.0,105,0.0,58,0.0,16,0.0,21,0.0,5,0.0,2,0.0,0,0.0,0
0825201021B,0.0,0,0.0,1,0.0,158,0.0,20,0.0,62,0.0,90,0.0,41,0.0,18,0.0,17,0.0,8,0.0,6,0.0,0,0.0,0
0825201024U,0.0,1,0.0,5,0.0,220,0.0,29,0.0,86,0.0,104,0.0,60,0.0,20,0.0,24,0.0,14,0.0,5,0.0,0,0.0,0
0825201027A,0.0,4,0.0,3,0.0,282,0.0,55,0.0,132,0.0,119,0.0,102,0.0,24,0.0,22,0.0,15,0.0,4,0.0,0,0.0,0
0825201027B,0.0,2,0.0,4,0.0,239,0.0,48,0.0,101,0.0,104,0.0,100,0.0,10,0.0,12,0.0,10,0.0,4,0.0,0,0.0,0
0825201029B,0.0,0,0.0,2,0.0,155,0.0,37,0.0,105,0.0,87,0.0,58,0.0,6,0.0,6,0.0,2,0.0,1,0.0,0,0.0,0
0825301001U,0.0,0,0.0,0,0.0,1,0.0,71,0.0,29,0.0,0,0.0,3,0.0,7,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0
0825501001U,0.0,0,0.0,2,0.0,1,0.0,68,0.0,25,0.0,4,0.0,3,0.0,20,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0
0825601001U,0.0,1,0.0,6,0.0,101,0.0,144,0.0,170,0.0,42,0.0,52,0.0,46,0.0,12,0.0,5,0.0,0,0.0,0,0.0,0
0825901001A,0.0,2,0.0,1,0.0,82,0.0,199,0.0,157,0.0,60,0.0,30,0.0,21,0.0,12,0.0,4,0.0,0,0.0,0,0.0,0
0825901001B,0.0,4,0.0,2,0.0,92,0.0,175,0.0,177,0.0,63,0.0,45,0.0,49,0.0,11,0.0,5,0.0,1,0.0,0,0.0,0
0825901001C,0.0,1,0.0,1,0.0,85,0.0,200,0.0,166,0.0,54,0.0,32,0.0,33,0.0,18,0.0,8,0.0,1,0.0,0,0.0,0
0825901003A,2.0,2,0.0,0,69.0,69,51.0,51,53.0,53,4.0,42,22.0,22,7.0,7,16.0,16,0.0,4,0.0,0,0.0,0,0.0,0
0826001001A,0.0,2,0.0,0,0.0,180,0.0,34,0.0,87,0.0,96,0.0,42,0.0,13,0.0,17,0.0,8,0.0,2,0.0,0,0.0,0
0826001001B,0.0,1,0.0,4,0.0,202,0.0,39,0.0,79,0.0,85,0.0,44,0.0,13,0.0,27,0.0,8,0.0,1,0.0,0,0.0,0
0826001002B,5.0,5,0.0,5,171.0,171,72.0,72,123.0,123,115.0,115,66.0,66,16.0,16,17.0,17,6.0,6,1.0,1,0.0,0,0.0,0
0826001002C,0.0,0,0.0,2,0.0,152,0.0,82,0.0,123,0.0,83,0.0,44,0.0,22,0.0,17,0.0,6,0.0,0,0.0,0,0.0,0
0826001003A,0.0,1,0.0,3,0.0,110,0.0,73,0.0,118,0.0,53,0.0,31,0.0,27,0.0,9,0.0,9,0.0,0,0.0,0,0.0,0
0826001003B,0.0,2,0.0,0,0.0,168,0.0,98,0.0,113,0.0,70,0.0,46,0.0,27,0.0,15,0.0,8,0.0,2,0.0,0,0.0,0
0826001004B,0.0,3,0.0,1,0.0,189,0.0,21,0.0,43,0.0,71,0.0,37,0.0,10,0.0,13,0.0,6,0.0,1,0.0,0,0.0,0
0826001008C,0.0,2,0.0,1,0.0,170,0.0,50,0.0,81,0.0,54,0.0,36,0.0,19,0.0,23,0.0,3,0.0,0,0.0,0,0.0,0
0826001009A,0.0,1,0.0,4,0.0,162,0.0,65,0.0,94,0.0,74,0.0,63,0.0,26,0.0,20,0.0,5,0.0,0,0.0,0,0.0,0
0826001009B,0.0,2,0.0,0,0.0,248,0.0,79,0.0,100,0.0,96,0.0,62,0.0,17,0.0,28,0.0,13,0.0,1,0.0,0,0.0,0
0826001009C,0.0,1,0.0,0,0.0,184,0.0,68,0.0,103,0.0,97,0.0,54,0.0,22,0.0,16,0.0,7,0.0,1,0.0,0,0.0,0
0826001013B,0.0,0,0.0,5,0.0,281,0.0,63,0.0,132,0.0,110,0.0,86,0.0,11,0.0,14,0.0,9,0.0,3,0.0,0,0.0,0
0826001013C,1.0,1,2.0,2,195.0,195,59.0,59,109.0,109,120.0,120,73.0,73,21.0,21,15.0,15,6.0,6,0.0,2,2.0,0,0.0,0
0826001014U,0.0,2,0.0,4,0.0,215,0.0,43,0.0,114,0.0,136,0.0,107,0.0,20,0.0,11,0.0,12,0.0,3,0.0,0,0.0,0
0826101001A,0.0,0,0.0,1,0.0,139,0.0,139,0.0,118,0.0,51,0.0,29,0.0,34,0.0,17,0.0,1,0.0,0,0.0,0,0.0,0
0826101001B,0.0,4,0.0,2,0.0,174,0.0,163,0.0,161,0.0,63,0.0,36,0.0,27,0.0,15,0.0,5,0.0,1,0.0,0,0.0,0
0826101002A,0.0,4,0.0,1,0.0,125,0.0,70,0.0,76,0.0,30,0.0,22,0.0,10,0.0,13,0.0,0,0.0,1,0.0,0,0.0,0
0826101002B,0.0,1,0.0,0,0.0,155,0.0,94,0.0,82,0.0,27,0.0,19,0.0,9,0.0,15,0.0,4,0.0,1,0.0,0,0.0,0
0826201002B,1.0,1,6.0,6,96.0,96,126.0,126,147.0,147,67.0,67,38.0,38,19.0,19,10.0,10,5.0,6,3.0,2,0.0,0,0.0,0
0826202002A,1.0,0,3.0,3,66.0,66,96.0,96,99.0,99,45.0,45,16.0,16,15.0,15,8.0,8,4.0,4,0.0,0,0.0,0,0.0,0
0826301008U,0.0,4,0.0,1,0.0,283,0.0,33,0.0,168,0.0,117,0.0,47,0.0,8,0.0,24,0.0,10,0.0,2,0.0,0,0.0,0
0826301010A,2.0,2,5.0,5,94.0,94,27.0,27,116.0,116,67.0,67,25.0,25,7.0,7,67.0,10,4.0,4,1.0,1,0.0,0,0.0,0
0826301010B,0.0,2,0.0,5,0.0,135,0.0,33,0.0,131,0.0,71,0.0,29,0.0,6,0.0,12,0.0,2,0.0,0,0.0,0,0.0,0
0826301011B,0.0,1,0.0,2,0.0,201,0.0,29,0.0,100,0.0,93,0.0,46,0.0,3,0.0,25,0.0,3,0.0,2,0.0,0,0.0,0
0826302001B,2.0,1,2.0,0,222.0,92,16.0,3,106.0,22,141.0,31,49.0,13,8.0,3,17.0,9,1.0,1,0.0,0,0.0,0,0.0,0
0826302002A,1.0,2,0.0,2,172.0,222,10.0,16,63.0,106,77.0,141,20.0,49,3.0,8,7.0,17,1.0,1,2.0,0,0.0,0,0.0,0
0826302002B,1.0,4,0.0,7,222.0,278,16.0,12,106.0,116,141.0,140,49.0,55,8.0,12,17.0,19,1.0,10,0.0,3,0.0,0,0.0,0
0826302003A,4.0,1,7.0,0,278.0,172,12.0,10,116.0,63,140.0,77,55.0,20,12.0,3,19.0,7,10.0,0,3.0,2,0.0,0,0.0,0
0826302003B,0.0,1,0.0,1,0.0,157,0.0,9,0.0,69,0.0,74,0.0,28,0.0,8,0.0,10,0.0,9,0.0,3,0.0,0,0.0,0
0826304001B,0.0,3,0.0,3,0.0,237,0.0,24,0.0,133,0.0,90,0.0,60,0.0,13,0.0,16,0.0,9,0.0,2,0.0,0,0.0,0
0826401001A,1.0,1,1.0,1,163.0,163,256.0,256,134.0,184,46.0,46,26.0,26,25.0,25,17.0,17,3.0,3,0.0,1,0.0,0,0.0,0
0826501001B,0.0,3,0.0,2,0.0,44,0.0,300,0.0,169,0.0,27,0.0,13,0.0,51,0.0,5,0.0,0,0.0,0,0.0,0,0.0,0
0826601001A,0.0,2,0.0,3,0.0,137,0.0,76,0.0,83,0.0,72,0.0,39,0.0,22,0.0,16,0.0,1,0.0,3,0.0,0,0.0,0
0826601001B,0.0,2,0.0,0,181.0,181,61.0,61,104.0,104,78.0,78,52.0,52,20.0,20,19.0,19,4.0,4,1.0,1,0.0,0,0.0,0
0826601002A,0.0,2,0.0,1,0.0,102,0.0,65,0.0,85,0.0,71,0.0,26,0.0,24,0.0,13,0.0,2,0.0,5,0.0,0,0.0,0
0826601002C,0.0,5,0.0,0,0.0,136,0.0,72,0.0,100,0.0,82,0.0,54,0.0,19,0.0,23,0.0,8,0.0,2,0.0,0,0.0,0
0826601008B,0.0,3,0.0,0,0.0,157,0.0,84,0.0,117,0.0,105,0.0,45,0.0,35,0.0,34,0.0,6,0.0,0,0.0,0,0.0,0
0826601009A,0.0,1,0.0,2,0.0,148,0.0,59,0.0,106,0.0,105,0.0,60,0.0,28,0.0,21,0.0,6,0.0,4,0.0,0,0.0,0
0826601009B,0.0,2,0.0,1,0.0,192,0.0,67,0.0,125,0.0,115,0.0,44,0.0,36,0.0,27,0.0,5,0.0,1,0.0,0,0.0,0
0826601010A,0.0,1,0.0,1,0.0,184,0.0,117,0.0,161,0.0,87,0.0,74,0.0,33,0.0,25,0.0,10,0.0,5,0.0,0,0.0,0
0826601010B,0.0,0,3.0,4,194.0,194,108.0,108,165.0,165,125.0,125,62.0,62,25.0,25,21.0,21,4.0,4,0.0,1,0.0,0,0.0,0
0826601011A,0.0,1,0.0,2,0.0,95,0.0,67,0.0,94,0.0,42,0.0,35,0.0,29,0.0,17,0.0,5,0.0,0,0.0,0,0.0,0
0826601011B,0.0,3,0.0,3,0.0,96,0.0,70,0.0,101,0.0,50,0.0,51,0.0,35,0.0,5,0.0,3,0.0,2,0.0,0,0.0,0
0826601012B,0.0,2,4.0,4,182.0,182,59.0,59,95.0,95,132.0,132,55.0,55,19.0,19,25.0,25,6.0,6,3.0,3,0.0,0,0.0,0
0826601014A,0.0,2,0.0,3,0.0,199,0.0,76,0.0,155,0.0,111,0.0,75,0.0,37,0.0,26,0.0,4,0.0,3,0.0,0,0.0,0
0826601014B,0.0,4,0.0,2,0.0,202,0.0,76,0.0,150,0.0,134,0.0,72,0.0,32,0.0,21,0.0,8,0.0,0,0.0,0,0.0,0
0826601015B,0.0,1,0.0,3,0.0,262,0.0,31,0.0,86,0.0,167,0.0,74,0.0,11,0.0,47,0.0,10,0.0,4,0.0,0,0.0,0
0826601018C,0.0,1,0.0,1,0.0,178,0.0,76,0.0,132,0.0,80,0.0,57,0.0,27,0.0,22,0.0,5,0.0,0,0.0,0,0.0,0
0826601019C,1.0,1,0.0,1,137.0,136,62.0,62,82.0,82,87.0,87,53.0,53,13.0,13,22.0,22,6.0,6,2.0,2,0.0,0,0.0,0
0826601020A,0.0,1,0.0,8,0.0,135,0.0,263,0.0,108,0.0,47,0.0,21,0.0,20,0.0,24,0.0,5,0.0,1,0.0,0,0.0,0
0826601020B,0.0,2,0.0,3,0.0,101,0.0,170,0.0,82,0.0,55,0.0,17,0.0,16,0.0,27,0.0,3,0.0,0,0.0,0,0.0,0
0826601020C,0.0,0,0.0,10,0.0,148,0.0,290,0.0,118,0.0,66,0.0,23,0.0,27,0.0,32,0.0,6,0.0,0,0.0,0,0.0,0
0826601028A,0.0,2,0.0,2,0.0,128,0.0,108,0.0,116,0.0,67,0.0,37,0.0,21,0.0,25,0.0,5,0.0,2,0.0,0,0.0,0
0826601028B,0.0,1,0.0,6,0.0,174,0.0,137,0.0,138,0.0,87,0.0,57,0.0,32,0.0,37,0.0,1,0.0,0,0.0,0,0.0,0
0826601029B,0.0,2,0.0,2,0.0,189,0.0,97,0.0,145,0.0,139,0.0,87,0.0,43,0.0,27,0.0,6,0.0,1,0.0,0,0.0,0
0826601030A,0.0,1,0.0,1,0.0,93,0.0,100,0.0,97,0.0,88,0.0,37,0.0,29,0.0,13,0.0,3,0.0,0,0.0,0,0.0,0
0826601030B,0.0,3,0.0,5,0.0,132,0.0,86,0.0,135,0.0,107,0.0,68,0.0,23,0.0,21,0.0,3,0.0,1,0.0,0,0.0,0
0826601030C,0.0,0,0.0,2,0.0,129,0.0,137,0.0,144,0.0,79,0.0,52,0.0,37,0.0,19,0.0,6,0.0,0,0.0,0,0.0,0
0826601031B,1.0,1,1.0,1,130.0,130,23.0,23,54.0,54,96.0,96,38.0,58,12.0,12,25.0,25,4.0,4,2.0,2,0.0,0,0.0,0
0826601034A,3.0,3,4.0,4,198.0,189,42.0,42,123.0,124,114.0,115,73.0,73,22.0,22,13.0,13,6.0,6,4.0,4,0.0,0,0.0,0
0826601035A,0.0,2,2.0,3,181.0,181,72.0,72,145.0,145,116.0,116,81.0,81,37.0,37,17.0,17,6.0,6,2.0,2,0.0,0,0.0,0
0826601035B,0.0,3,0.0,1,0.0,194,0.0,86,0.0,149,0.0,139,0.0,80,0.0,40,0.0,22,0.0,7,0.0,1,0.0,0,0.0,0
0826601036A,0.0,1,0.0,0,0.0,121,0.0,57,0.0,98,0.0,71,0.0,58,0.0,24,0.0,14,0.0,3,0.0,0,0.0,0,0.0,0
0826601036B,0.0,1,0.0,3,0.0,136,0.0,45,0.0,133,0.0,104,0.0,75,0.0,27,0.0,10,0.0,3,0.0,2,0.0,0,0.0,0
0826601037A,0.0,1,0.0,4,0.0,115,0.0,56,0.0,75,0.0,72,0.0,50,0.0,15,0.0,12,0.0,7,0.0,1,0.0,0,0.0,0
0826601037B,0.0,1,0.0,2,0.0,147,0.0,47,0.0,100,0.0,70,0.0,41,0.0,14,0.0,7,0.0,7,0.0,3,0.0,0,0.0,0
0826601038U,2.0,2,5.0,5,188.0,188,756.0,117,158.0,158,125.0,125,86.0,86,46.0,46,19.0,19,8.0,8,2.0,2,0.0,0,0.0,0
0826701001A,0.0,1,0.0,3,0.0,137,0.0,67,0.0,101,0.0,77,0.0,49,0.0,30,0.0,9,0.0,8,0.0,0,0.0,0,0.0,0
0826701001B,0.0,4,0.0,2,0.0,154,0.0,85,0.0,125,0.0,72,0.0,53,0.0,31,0.0,24,0.0,5,0.0,1,0.0,0,0.0,0
0826701003A,0.0,2,0.0,1,0.0,112,0.0,67,0.0,114,0.0,78,0.0,43,0.0,18,0.0,11,0.0,4,0.0,0,0.0,0,0.0,0
0826701003B,0.0,4,0.0,1,0.0,136,0.0,122,0.0,128,0.0,78,0.0,46,0.0,37,0.0,11,0.0,4,0.0,1,0.0,0,0.0,0
0826901001B,0.0,1,0.0,7,0.0,66,0.0,384,0.0,214,0.0,32,0.0,14,0.0,52,0.0,9,0.0,5,0.0,1,0.0,0,0.0,0
0827001004A,2.0,2,3.0,3,183.0,183,136.0,136,129.0,124,99.0,99,49.0,49,25.0,25,21.0,21,4.0,4,3.0,3,1.0,0,0.0,0
0827001004B,1.0,1,3.0,3,203.0,203,166.0,166,175.0,175,92.0,92,51.0,51,32.0,32,21.0,21,9.0,9,5.0,5,1.0,0,0.0,0
0827002001A,0.0,2,0.0,2,0.0,109,0.0,166,0.0,121,0.0,70,0.0,34,0.0,26,0.0,25,0.0,7,0.0,1,0.0,0,0.0,0
0827002002U,0.0,0,0.0,3,0.0,230,0.0,172,0.0,165,0.0,131,0.0,63,0.0,31,0.0,24,0.0,5,0.0,1,0.0,0,0.0,0
0827002003A,0.0,1,0.0,2,0.0,96,0.0,116,0.0,127,0.0,77,0.0,34,0.0,14,0.0,21,0.0,5,0.0,0,0.0,0,0.0,0
0827002006B,4.0,4,1.0,1,162.0,162,110.0,110,128.0,128,89.0,89,27.0,27,15.0,15,16.0,16,7.0,7,2.0,2,1.0,0,0.0,0
0827101001U,0.0,0,0.0,0,0.0,2,0.0,35,0.0,12,0.0,1,0.0,2,0.0,9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
0827301001U,0.0,0,0.0,5,0.0,48,0.0,224,0.0,168,0.0,24,0.0,15,0.0,59,0.0,8,0.0,3,0.0,0,0.0,0,0.0,0
0827301002B,0.0,1,0.0,4,0.0,28,0.0,39,0.0,50,0.0,14,0.0,12,0.0,11,0.0,9,0.0,1,0.0,0,0.0,0,0.0,0
0827301002C,0.0,1,0.0,2,0.0,57,0.0,70,0.0,89,0.0,28,0.0,31,0.0,21,0.0,6,0.0,2,0.0,1,0.0,0,0.0,0
0827301003U,0.0,1,0.0,0,0.0,34,0.0,273,0.0,160,0.0,20,0.0,14,0.0,47,0.0,15,0.0,4,0.0,0,0.0,0,0.0,0
0827801001A,0.0,1,0.0,2,0.0,41,0.0,301,0.0,129,0.0,24,0.0,15,0.0,41,0.0,10,0.0,2,0.0,0,0.0,0,0.0,0
0827901001B,0.0,2,0.0,4,0.0,58,0.0,223,0.0,123,0.0,31,0.0,17,0.0,22,0.0,24,0.0,3,0.0,0,0.0,0,0.0,0
0827901002A,0.0,2,0.0,2,0.0,51,0.0,157,0.0,130,0.0,26,0.0,19,0.0,28,0.0,17,0.0,1,0.0,1,0.0,0,0.0,0
0827901004A,0.0,0,0.0,3,0.0,89,0.0,230,0.0,176,0.0,34,0.0,35,0.0,56,0.0,14,0.0,5,0.0,1,0.0,0,0.0,0
0827901004B,0.0,0,0.0,5,0.0,103,0.0,245,0.0,190,0.0,53,0.0,42,0.0,51,0.0,24,0.0,3,0.0,1,0.0,0,0.0,0
0827901006A,0.0,6,0.0,5,0.0,68,0.0,191,0.0,128,0.0,29,0.0,20,0.0,32,0.0,20,0.0,1,0.0,0,0.0,0,0.0,0
0827901006B,0.0,0,0.0,1,0.0,85,0.0,223,0.0,123,0.0,35,0.0,17,0.0,27,0.0,20,0.0,0,0.0,1,0.0,0,0.0,0
0827901008A,0.0,4,0.0,3,0.0,70,0.0,243,0.0,156,0.0,47,0.0,30,0.0,25,0.0,14,0.0,1,0.0,0,0.0,0,0.0,0
0827901008B,0.0,2,0.0,2,0.0,87,0.0,200,0.0,113,0.0,36,0.0,39,0.0,26,0.0,12,0.0,7,0.0,2,0.0,0,0.0,0
0827901008C,0.0,3,0.0,4,0.0,69,0.0,230,0.0,137,0.0,35,0.0,34,0.0,30,0.0,16,0.0,3,0.0,0,0.0,0,0.0,0
0827901009A,0.0,0,0.0,1,0.0,61,0.0,170,0.0,97,0.0,15,0.0,21,0.0,42,0.0,10,0.0,1,0.0,2,0.0,0,0.0,0
0827901009B,0.0,0,0.0,1,0.0,73,0.0,180,0.0,129,0.0,27,0.0,21,0.0,35,0.0,18,0.0,1,0.0,0,0.0,0,0.0,0
0827901010U,0.0,0,0.0,4,0.0,124,0.0,277,0.0,259,0.0,84,0.0,55,0.0,47,0.0,10,0.0,1,0.0,1,0.0,0,0.0,0
0827901011U,0.0,0,0.0,4,0.0,208,0.0,133,0.0,167,0.0,122,0.0,58,0.0,41,0.0,22,0.0,8,0.0,4,0.0,0,0.0,0
0827901015U,3.0,3,5.0,4,179.0,179,142.0,142,147.0,147,126.0,127,85.0,85,25.0,25,23.0,23,11.0,11,0.0,0,0.0,0,0.0,0
0827901016C,0.0,4,0.0,5,0.0,101,0.0,159,0.0,118,0.0,50,0.0,32,0.0,30,0.0,15,0.0,6,0.0,1,0.0,0,0.0,0
0827901017A,0.0,1,0.0,2,0.0,82,0.0,226,0.0,178,0.0,64,0.0,37,0.0,36,0.0,19,0.0,0,0.0,4,0.0,0,0.0,0
0827901017B,0.0,0,0.0,3,0.0,100,0.0,269,0.0,216,0.0,73,0.0,46,0.0,38,0.0,19,0.0,5,0.0,2,0.0,0,0.0,0
0827901019A,0.0,2,0.0,1,0.0,114,0.0,60,0.0,107,0.0,77,0.0,53,0.0,13,0.0,17,0.0,5,0.0,0,0.0,0,0.0,0
0827901019B,2.0,1,1.0,2,114.0,155,60.0,84,107.0,119,77.0,61,53.0,48,13.0,21,17.0,18,5.0,7,0.0,0,0.0,0,0.0,0
