IDMESA,CodiMesa,MesaTancada,COMARCA,VNULS,VBLANCS,VERC,VJXC,VCUP,VPSC,VCS,VPPC,VCOM,VPACMA,VDIALEG,VPUMJUST,VRECORTES,VFAMILIA,VDN,VPFIV,VCONVER,VUNIDOS,VCILUS,CENS,ACTA
6801,0808701001U,0,VALLÈS OCCIDENTAL,,,33,63,12,4,8,5,9,2,,,,,,,,,,148,
6802,0812001001A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,932,https://cataloniavotes.today/img/6802/bdbacdb8-2593-4cfd-9dfd-cfd44ea190e8.jpg
6803,0812001001B,1,VALLÈS OCCIDENTAL,1,3,131,441,34,36,146,26,21,8,,,,,,,,,,957,https://cataloniavotes.today/img/6803/82a0a68c-9329-4f6a-8a24-fddc472beda5.jpg
6804,0812001002A,1,VALLÈS OCCIDENTAL,4,2,150,431,36,36,101,16,17,3,,,1,,,,,,,908,https://cataloniavotes.today/img/6804/66af3a77-b3e7-4652-939e-d6004d13739d.jpg
6805,0812001002B,1,VALLÈS OCCIDENTAL,3,3,172,436,26,58,95,22,22,,,,9,,,,,,,958,https://cataloniavotes.today/img/6805/a659c318-ccea-4c0c-8850-8c6cc7221877.jpg
6806,0812001003A,1,VALLÈS OCCIDENTAL,2,4,121,361,22,46,133,22,18,2,,,1,,,,,,,814,https://cataloniavotes.today/img/6806/15552cc5-ffd7-4629-868d-1e7a64c96abb.jpg
6807,0812001003B,1,VALLÈS OCCIDENTAL,2,2,142,433,19,48,179,32,17,2,,,,,,,,,,989,https://cataloniavotes.today/img/6807/e1a24c50-a847-4730-b56b-0cfacfcdcf63.jpg
6808,0812001004A,0,VALLÈS OCCIDENTAL,,4,97,309,19,28,122,14,8,,,,,,,,,,,667,https://cataloniavotes.today/img/6808/3514a506-fbf7-412e-922f-954e101e6cc8.pdf
6809,0812001004B,1,VALLÈS OCCIDENTAL,,2,107,315,19,38,133,13,15,4,,,,,,,,,,739,https://cataloniavotes.today/img/6809/38f4c994-9e6e-49e3-9951-12cc1e85dd7d.jpg
6810,0812501001U,1,VALLÈS OCCIDENTAL,3,1,152,82,35,161,159,29,92,3,,,1,,,,,,,868,https://cataloniavotes.today/img/6810/786a81e1-1cbb-491c-a889-4a8e85ebb1d1.jpg
6811,0812501002U,0,VALLÈS OCCIDENTAL,1,,225,186,42,119,199,41,68,16,,,4,,,,,,,1081,https://cataloniavotes.today/img/6811/6f56ff8f-e1d7-4da1-91fe-3da1383ebf09.jpg
6812,0812501004A,0,VALLÈS OCCIDENTAL,,4,103,34,21,101,127,26,52,9,,,2,,,,,,,613,https://cataloniavotes.today/img/6812/79e578bc-17ba-4cca-a657-c3388a1769b5.jpg
6813,0812501004B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,672,https://cataloniavotes.today/img/6813/f181c0a5-095d-444a-bf20-36a2e4985119.jpg
6814,0812501005U,1,VALLÈS OCCIDENTAL,5,5,211,121,24,169,279,57,85,13,,,,,,,,,,1157,https://cataloniavotes.today/img/6814/6987f609-7d12-4738-9c79-a036acfe76f9.jpg
6815,0812502001U,1,VALLÈS OCCIDENTAL,1,2,55,31,13,161,250,52,58,15,,,6,,,,,,,970,https://cataloniavotes.today/img/6815/c2c1ccb6-45c0-4a37-b11b-4830048e732b.jpg
6816,0812502002A,1,VALLÈS OCCIDENTAL,1,9,128,59,15,149,211,33,63,10,,,,,,,,,,807,https://cataloniavotes.today/img/6816/dd994331-31d2-41bc-b19e-8352bb51da63.jpg
6817,0812502002B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,994,
6818,0812502003A,0,VALLÈS OCCIDENTAL,,,138,100,20,112,161,29,89,10,,,,,,,,,,789,https://cataloniavotes.today/img/6818/fda56d8a-6d87-4d15-8e8a-22e73b6d7d82.jpg
6819,0812502003B,0,VALLÈS OCCIDENTAL,8,2,170,103,25,140,233,51,87,4,,,2,,,,,,,964,https://cataloniavotes.today/img/6819/7f9264e2-9abd-4297-a4ba-4266976e9450.jpg
6820,0812503001A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,850,
6821,0812503001B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,997,
6822,0812503002U,0,VALLÈS OCCIDENTAL,3,4,151,87,15,92,250,24,83,15,,,2,,,,,,,870,
6823,0812503003A,0,VALLÈS OCCIDENTAL,3,4,116,50,16,125,230,30,75,14,,,,,,,,,,798,https://cataloniavotes.today/img/6823/54b56d38-9132-4f37-abf3-560007f3adac.jpg
6824,0812503003B,0,VALLÈS OCCIDENTAL,3,2,133,58,15,182,240,45,85,9,,,2,,,,,,,941,https://cataloniavotes.today/img/6824/adfadd9e-0419-40f0-b2f1-d63f0ff509d1.jpg
6825,0812503004A,0,VALLÈS OCCIDENTAL,,,124,46,19,123,229,19,65,4,,,4,,,,,,,705,https://cataloniavotes.today/img/6825/0b8238fa-948b-422b-bdbf-5d5f22850ebc.jpg
6826,0812503004B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,745,https://cataloniavotes.today/img/6826/3b5ea824-2842-4e62-9e9b-dbb4d607b411.jpg
6827,0812503005A,0,VALLÈS OCCIDENTAL,2,6,136,33,14,101,186,17,83,9,,,2,,,,,,,692,https://cataloniavotes.today/img/6827/ce72a8b9-ac87-4d55-99b4-45ae2a094abe.jpg
6828,0812503005B,0,VALLÈS OCCIDENTAL,5,3,151,42,15,115,223,13,85,9,,,3,,,,,,,804,https://cataloniavotes.today/img/6828/b63a52b4-3f16-4df1-8578-2d1ff2d42f07.jpg
6829,0812503006U,0,VALLÈS OCCIDENTAL,3,8,142,66,19,94,215,14,104,6,,,4,,,,,,,793,https://cataloniavotes.today/img/6829/b7254012-a24c-419c-b52b-681d3b40dfba.jpg
6830,0812504001U,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,782,https://cataloniavotes.today/img/6830/f9f2d9e7-df96-4927-a78c-210d9dfc104c.jpg
6831,0812504002U,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,749,https://cataloniavotes.today/img/6831/2c8b146b-9b4c-48eb-a4da-cf688fdf6f7f.jpg
6832,0812504003U,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,944,https://cataloniavotes.today/img/6832/bb370779-f6dc-47d0-b94c-7e961c411eee.jpg
6833,0812505001A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,725,https://cataloniavotes.today/img/6833/91262ed0-390e-42d6-8540-31e81a750d97.jpg
6834,0812505001B,0,VALLÈS OCCIDENTAL,2,4,93,34,17,138,218,24,96,10,,,1,,,,,,,830,https://cataloniavotes.today/img/6834/00b089bb-ed28-491b-9b14-8371a8c5f25d.jpg
6835,0812505002U,0,VALLÈS OCCIDENTAL,,3,131,53,34,137,213,25,140,9,,,1,,,,,,,952,https://cataloniavotes.today/img/6835/4720dfab-a820-4d3f-aeb7-224cdb50d9a8.jpg
6836,0812505003U,0,VALLÈS OCCIDENTAL,1,,81,30,17,128,285,31,89,12,,,4,,,,,,,954,https://cataloniavotes.today/img/6836/ba2b8eed-198d-4169-869d-d77bc7cfef34.jpg
6837,0812506001U,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,684,https://cataloniavotes.today/img/6837/334138a0-1c0f-4cdf-971b-de65e2688916.jpg
6838,0812506002U,0,VALLÈS OCCIDENTAL,4,4,104,36,10,93,207,9,78,10,,,1,,,,,,,632,https://cataloniavotes.today/img/6838/2df2fb16-328a-4879-8e59-cd113ffa3847.jpg
6839,0812506003U,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,924,https://cataloniavotes.today/img/6839/0ee1abac-f23f-4521-b3c4-9dc9b4eace88.jpg
6840,0815601001A,0,VALLÈS OCCIDENTAL,2,3,42,68,14,31,63,8,15,3,,,1,,,,,,,331,https://cataloniavotes.today/img/6840/bca98673-4f72-4660-9d31-e0fc5d58f5e1.jpg
6841,0815601001B,0,VALLÈS OCCIDENTAL,1,2,52,63,10,48,90,6,19,1,,,,,,,,,,410,https://cataloniavotes.today/img/6841/4a8cac02-1e37-4093-a9ef-a2e243850313.jpg
6842,0815601001C,1,VALLÈS OCCIDENTAL,,1,66,69,14,42,61,5,19,3,,,,,,,,,,382,https://cataloniavotes.today/img/6842/12cb13b3-6038-4684-b2e0-bdf5bc90dbc9.jpg
6843,0815601002A,1,VALLÈS OCCIDENTAL,2,2,118,118,15,60,138,12,43,6,,,1,,,,,,,601,https://cataloniavotes.today/img/6843/1d9b1c99-bfe8-47b0-9831-d9dd6efca5a6.jpg
6844,0815601002B,0,VALLÈS OCCIDENTAL,1,4,139,101,26,106,152,18,39,5,,,,,,,,,,697,https://cataloniavotes.today/img/6844/0d0a2632-83b1-47f8-9679-6ea91959d576.jpg
6845,0815601002C,1,VALLÈS OCCIDENTAL,,1,130,112,24,61,119,15,27,7,,,,,,,,,,571,https://cataloniavotes.today/img/6845/827c162e-0669-4613-a279-fca4024a20f3.jpg
6846,0815601003A,1,VALLÈS OCCIDENTAL,,2,87,127,11,68,174,9,47,1,,,3,,,,,,,618,https://cataloniavotes.today/img/6846/b92a57c0-c38d-4129-9ce3-e8bd51bf54f5.jpg
6847,0815601003B,0,VALLÈS OCCIDENTAL,,2,117,170,20,76,157,13,44,5,,,1,,,,,,,726,https://cataloniavotes.today/img/6847/bb990a7a-67e1-4aee-840f-bfabb705b19c.jpg
6848,0815601004A,0,VALLÈS OCCIDENTAL,3,1,102,93,16,62,129,22,47,6,,,,,,,,,,557,
6849,0815601004B,1,VALLÈS OCCIDENTAL,1,1,140,78,18,86,166,17,61,9,,,1,,,,,,,676,https://cataloniavotes.today/img/6849/08d86ebd-faa9-4177-9aa8-86800a74f5ec.jpg
6850,0815601004C,1,VALLÈS OCCIDENTAL,6,5,143,114,28,66,138,13,49,8,,,1,,,,,,,656,https://cataloniavotes.today/img/6850/7553f322-2e37-4b8f-83bb-2cf5cef63eb5.jpg
6851,0815601005U,0,VALLÈS OCCIDENTAL,5,10,347,397,64,196,396,35,120,18,,,3,,,,,,,857,https://cataloniavotes.today/img/6851/1171fd39-a8d5-4dbd-a9ff-fba97bfd779c.jpg
6852,0815601006A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,768,https://cataloniavotes.today/img/6852/0d0664b0-7cad-4cb0-8070-f2857d338cce.jpg
6853,0815601006B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,777,https://cataloniavotes.today/img/6853/0ea1dd36-86a2-4991-8c0d-17f984ec22db.jpg
6854,0815601007A,0,VALLÈS OCCIDENTAL,,2,116,83,10,60,107,28,37,3,,,1,,,,,,,516,
6855,0815601007B,1,VALLÈS OCCIDENTAL,2,4,121,117,17,76,167,24,45,4,,,1,,,,,,,664,https://cataloniavotes.today/img/6855/c015ad58-5a2e-41d4-a29b-a1516993e32b.jpg
6856,0815601008A,0,VALLÈS OCCIDENTAL,2,1,97,83,16,57,143,20,40,8,,1,1,,,,,,,577,https://cataloniavotes.today/img/6856/534a0aad-614d-4e4b-bdaf-aa79e182ebc4.jpg
6857,0815601008B,1,VALLÈS OCCIDENTAL,1,1,107,110,17,53,146,19,40,11,,,1,,,,,,,603,https://cataloniavotes.today/img/6857/f180d513-ebd4-4462-8cdd-d2173d3b7395.jpg
6858,0816701001A,0,VALLÈS OCCIDENTAL,2,4,72,22,14,82,140,13,35,6,,,,,,,,,,454,
6859,0816701001B,0,VALLÈS OCCIDENTAL,,,56,30,5,76,151,13,47,11,,,2,,,,,,,460,
6860,0816701001C,1,VALLÈS OCCIDENTAL,1,4,90,49,13,94,190,16,56,9,,,3,,,,,,,612,https://cataloniavotes.today/imgs/6860/d19e1d76-e795-4a0f-8a07-0e44be1eaa44.jpg
6861,0816701001D,1,VALLÈS OCCIDENTAL,1,4,74,57,11,95,174,17,40,6,,,,,,,,,,545,https://cataloniavotes.today/imgs/6861/cd26089c-0115-4ebf-b154-d18347f10a40.jpg
6862,0816701002A,0,VALLÈS OCCIDENTAL,,,56,30,5,76,151,13,47,11,,,2,,,,,,,391,
6863,0816701002B,0,VALLÈS OCCIDENTAL,,2,79,59,16,107,203,19,48,10,,,1,,,,,,,544,
6864,0816701003A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,637,https://cataloniavotes.today/img/6864/48e5d949-9728-4d80-a9d8-917a54f896cd.jpg
6865,0816701003B,0,VALLÈS OCCIDENTAL,2,5,132,86,11,114,190,13,81,6,,,3,,,,,,,746,https://cataloniavotes.today/img/6865/c15e3dad-d9ed-436c-b7e2-1974f9fce54e.jpg
6866,0816701004A,0,VALLÈS OCCIDENTAL,3,1,91,63,15,100,175,9,73,12,,,6,,,,,,,621,https://cataloniavotes.today/img/6866/e776b3bc-5373-4671-aff6-83aba9b88584.jpg
6867,0816701004B,0,VALLÈS OCCIDENTAL,4,3,122,51,11,130,217,10,86,13,,,5,,,,,,,752,https://cataloniavotes.today/img/6867/becbe889-eff3-4667-a8b8-59ff1bde96b6.jpg
6868,0817901001U,1,VALLÈS OCCIDENTAL,1,2,168,108,27,45,70,15,51,5,,,1,,,,,,,587,https://cataloniavotes.today/imgs/6868/bf6acb7a-41d2-4c30-a200-1de45fe83ca2.jpg
6869,0818001001A,1,VALLÈS OCCIDENTAL,2,1,85,39,20,126,198,11,63,6,,,3,,,,,,,676,https://cataloniavotes.today/imgs/6869/9b5c65d2-b80c-4e5d-a6ec-70631897bf92.jpg
6870,0818001001B,1,VALLÈS OCCIDENTAL,1,1,108,43,26,130,243,18,70,,,,3,,,,,,,775,https://cataloniavotes.today/imgs/6870/aa1cbb38-0d15-44be-a74c-b0a30dbfd4ba.jpg
6871,0818001002A,1,VALLÈS OCCIDENTAL,2,1,116,71,23,101,148,18,58,7,,,,,,,,,,646,https://cataloniavotes.today/imgs/6871/5ea1ad9b-59a8-44fd-8eaf-b5600b48902a.jpg
6872,0818001002B,1,VALLÈS OCCIDENTAL,6,11,123,104,30,111,172,27,82,17,,,1,,,,,,,807,https://cataloniavotes.today/imgs/6872/0b04186b-8a9c-4410-a500-511e5cabbb80.jpg
6873,0818001003A,1,VALLÈS OCCIDENTAL,5,2,95,56,19,85,161,19,44,6,,,2,,,,,,,587,https://cataloniavotes.today/imgs/6873/f4bf9d40-024d-4310-ac1f-25e723ef61ed.jpg
6874,0818001003B,1,VALLÈS OCCIDENTAL,3,1,110,59,23,110,203,25,54,5,,,2,,,,,,,730,https://cataloniavotes.today/imgs/6874/eed46f32-e2cd-4be5-bf16-410ac78cf9f2.jpg
6875,0818001004A,1,VALLÈS OCCIDENTAL,1,2,99,78,23,87,129,29,49,9,,,3,,,,,,,636,https://cataloniavotes.today/imgs/6875/865765b9-55b2-41f3-b1a5-0d2851d34e15.jpg
6876,0818001004B,0,VALLÈS OCCIDENTAL,4,,114,107,25,101,158,28,55,6,,,,,,,,,,742,https://cataloniavotes.today/imgs/6876/4e4e776f-6366-42ce-833c-518e8205f4f5.jpg
6877,0818001005A,1,VALLÈS OCCIDENTAL,2,,81,41,13,99,200,17,79,6,,,2,,,,,,,690,https://cataloniavotes.today/img/6877/f735cf7a-1bbb-421f-a46a-e8f3e7f44977.jpg
6878,0818001005B,1,VALLÈS OCCIDENTAL,1,2,107,59,19,116,282,32,82,11,,,6,,,,,,,877,https://cataloniavotes.today/img/6878/7beb327f-b6bc-4fb1-8fc9-2a34a8f3296d.jpg
6879,0818001006A,0,VALLÈS OCCIDENTAL,3,1,64,15,16,81,163,30,30,7,,,,,,,,,,525,https://cataloniavotes.today/img/6879/8320891d-6ba8-47cd-b720-b1067e107bb2.jpg
6880,0818001006B,0,VALLÈS OCCIDENTAL,,4,52,20,12,100,195,31,51,6,,,,,,,,,,596,https://cataloniavotes.today/img/6880/895f71fd-ef06-4ece-a708-cef57ca2263a.jpg
6881,0818001007A,1,VALLÈS OCCIDENTAL,3,2,80,42,21,106,244,36,56,16,,,1,,,,,,,764,https://cataloniavotes.today/imgs/6881/d23ebdae-2326-4a94-a778-b6a241d36f3b.jpg
6882,0818001007B,1,VALLÈS OCCIDENTAL,3,4,100,41,30,134,252,36,72,15,,,,,,,,,,853,https://cataloniavotes.today/img/6882/0180bd8a-55bb-4b7c-8fb2-4773fbdd3448.jpg
6883,0818001008A,0,VALLÈS OCCIDENTAL,3,2,92,48,17,78,140,18,48,5,,,2,,,,,,,581,https://cataloniavotes.today/img/6883/463533e7-cdbb-415f-a71b-44139dccffa5.jpg
6884,0818001008B,1,VALLÈS OCCIDENTAL,1,3,87,53,18,104,207,36,48,10,,,2,,,,,,,691,https://cataloniavotes.today/img/6884/c733615b-4a05-4e64-9d67-9f1e91619ea2.jpg
6885,0818001008C,1,VALLÈS OCCIDENTAL,3,2,88,36,13,74,198,18,49,1,,,2,,,,,,,581,https://cataloniavotes.today/img/6885/d481f929-80aa-483e-a761-414996e45f6f.jpg
6886,0818001009A,0,VALLÈS OCCIDENTAL,6,3,61,44,19,103,199,18,46,6,,,4,,,,,,,583,https://cataloniavotes.today/img/6886/b5bc12c0-9557-44d6-9976-e279412483fe.jpg
6887,0818001009B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,672,
6888,0818001010A,0,VALLÈS OCCIDENTAL,,,72,24,10,93,145,16,48,2,,,3,,,,,,,473,https://cataloniavotes.today/img/6888/d73f5226-5b8c-4a3b-868e-9f97b6701dd4.jpg
6889,0818001010B,0,VALLÈS OCCIDENTAL,,,94,31,16,92,141,13,54,2,,3,3,,,,,,,501,https://cataloniavotes.today/img/6889/282cc75d-55a3-4d6f-be81-cf85388e5812.jpg
6890,0818001011A,0,VALLÈS OCCIDENTAL,1,2,104,50,8,139,235,15,67,9,,,3,,,,,,,710,https://cataloniavotes.today/img/6890/5a1dba61-6c3d-4416-853c-2283dacc10d4.jpg
6891,0818001011B,0,VALLÈS OCCIDENTAL,3,6,141,68,21,171,253,14,113,8,,,3,,,,,,,908,https://cataloniavotes.today/img/6891/4f37c990-6b14-45a5-946e-823b5cb5f71b.jpg
6892,0818001012A,0,VALLÈS OCCIDENTAL,1,1,98,41,14,114,175,12,60,14,,,4,,,,,,,592,https://cataloniavotes.today/img/6892/cbc29e58-8d90-49b7-a29e-5ca8d64ef9dc.jpg
6893,0818001012B,0,VALLÈS OCCIDENTAL,3,5,118,47,23,115,215,2,91,9,,,4,,,,,,,721,https://cataloniavotes.today/img/6893/8f867491-b1f8-4f87-b938-26bdb5b0cb45.jpg
6894,0818001013A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,701,
6895,0818001013B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,840,
6896,0818002001A,0,VALLÈS OCCIDENTAL,3,5,57,25,18,95,176,21,46,4,,,3,,,,,,,529,https://cataloniavotes.today/img/6896/fbf0c558-df19-4470-9bc6-8937633fde6b.jpg
6897,0818002001B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,684,https://cataloniavotes.today/img/6897/8ae1bb72-559e-4956-85ca-42d90b5bd834.jpg
6898,0818002002A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,730,
6899,0818002002B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,788,
6900,0818002003A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,611,
6901,0818002003B,0,VALLÈS OCCIDENTAL,5,4,45,24,14,116,195,15,38,,,,,,,,,,,353,
6902,0818002003C,0,VALLÈS OCCIDENTAL,1,5,47,18,8,95,135,12,20,8,,,1,,,,,,,409,https://cataloniavotes.today/imgs/6902/edc8750f-cc11-4fc7-802e-317315b43825.jpg
6903,0818002004A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,589,https://cataloniavotes.today/img/6903/6d8c6ffb-ca94-478c-89d2-3938438b795b.jpg
6904,0818002004B,0,VALLÈS OCCIDENTAL,,5,80,64,22,101,203,25,49,6,,,,,,,,,,668,https://cataloniavotes.today/img/6904/4aa6080a-9370-41eb-8acc-88dce0d81507.jpg
6905,0818002005A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,411,https://cataloniavotes.today/img/6905/cb471e06-6fbf-40b4-b9ce-c522318ca7e9.jpg
6906,0818002005B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,443,https://cataloniavotes.today/img/6906/507ee647-de1b-4691-a0d5-56e933df03d1.jpg
6907,0818002006A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,499,
6908,0818002006B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,644,
6909,0818002007A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,380,
6910,0818002007B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,508,
6911,0818401001A,0,VALLÈS OCCIDENTAL,2,,71,42,17,63,191,27,63,7,,,,,,,,,,558,
6912,0818401001B,0,VALLÈS OCCIDENTAL,3,,96,51,22,108,240,24,57,11,,,2,,,,,,,718,
6913,0818401002A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,648,
6914,0818401002B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,659,
6915,0818401003A,0,VALLÈS OCCIDENTAL,2,3,79,35,15,79,146,10,45,9,,,,,,,,,,491,
6916,0818401003B,0,VALLÈS OCCIDENTAL,,1,100,57,13,129,175,20,61,15,,,,,,,,,,666,
6917,0818401004A,0,VALLÈS OCCIDENTAL,6,2,91,61,18,66,169,24,50,7,,,3,,,,,,,577,https://cataloniavotes.today/img/6917/c4e39325-cb2b-49b0-bc5c-2097915fa673.jpg
6918,0818401004B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,697,
6919,0818402001A,1,VALLÈS OCCIDENTAL,1,1,97,65,22,76,142,16,35,3,,,4,,,,,,,575,https://cataloniavotes.today/img/6919/b2b67ba8-90fa-4df4-bc78-d6798de32550.jpg
6920,0818402001B,1,VALLÈS OCCIDENTAL,2,3,108,63,24,66,148,19,41,9,,,2,,,,,,,602,https://cataloniavotes.today/imgs/6920/211ac36b-d602-4da1-bb8d-6a6d8234ff77.jpg
6921,0818402001C,1,VALLÈS OCCIDENTAL,1,4,113,78,24,74,160,16,56,10,,,2,,,,,,,659,https://cataloniavotes.today/imgs/6921/6f2b4531-043e-48cd-b8b9-46b06a952a4f.jpg
6922,0818402003A,0,VALLÈS OCCIDENTAL,5,3,135,72,19,96,229,26,51,5,,,1,,,,,,,790,
6923,0818402003B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,874,
6924,0818402004A,1,VALLÈS OCCIDENTAL,3,1,81,50,22,66,136,10,40,5,,,2,,,,,,,508,https://cataloniavotes.today/imgs/6924/1f57d3a1-d33c-4567-988b-166b5c7880a1.jpg
6925,0818402004B,1,VALLÈS OCCIDENTAL,4,2,80,39,23,93,161,10,62,5,,,4,,,,,,,583,HTTP ERROR
6926,0818402004C,1,VALLÈS OCCIDENTAL,,3,107,46,12,90,174,14,59,16,,,3,,,,,,,632,https://cataloniavotes.today/img/6926/6724e55c-7f96-47f6-9635-c73ed3dffc18.jpg
6927,0818402005U,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,896,
6928,0818402006A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,725,
6929,0818402006B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,852,
6930,0818403001A,1,VALLÈS OCCIDENTAL,1,1,90,66,28,75,160,27,42,3,,,2,,,,,,,593,https://cataloniavotes.today/img/6930/60819f81-e1ec-4146-b375-454d75a0c214.jpg
6931,0818403001B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,749,
6932,0818403003A,1,VALLÈS OCCIDENTAL,5,2,94,43,13,68,140,25,38,7,,,2,,,,,,,613,https://cataloniavotes.today/img/6932/bf2f06aa-121e-478a-add7-943cd0c4d1e3.jpg
6933,0818403003B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,699,
6934,0818403004A,0,VALLÈS OCCIDENTAL,1,,85,34,14,75,196,20,48,1,,,5,,,,,,,656,https://cataloniavotes.today/imgs/6934/46ee6090-927a-4ce7-af9b-fb337421566d.jpg
6935,0818403004B,1,VALLÈS OCCIDENTAL,2,4,80,47,18,99,185,37,32,9,,,5,,,,,,,729,https://cataloniavotes.today/img/6935/92f283d6-2f15-4e1b-840b-4fb1b013a0e9.jpg
6936,0818403005A,0,VALLÈS OCCIDENTAL,1,,91,64,21,113,162,18,56,4,,,1,,,,,,,664,
6937,0818403005B,0,VALLÈS OCCIDENTAL,3,6,98,70,18,112,231,30,58,2,,,1,,,,,,,800,
6938,0818403006A,0,VALLÈS OCCIDENTAL,1,1,72,48,21,108,191,26,56,7,,,,,,,,,,671,
6939,0818403006B,0,VALLÈS OCCIDENTAL,10,3,91,39,10,124,229,41,45,5,,,1,,,,,,,752,
6940,0818403007A,0,VALLÈS OCCIDENTAL,,1,107,37,11,83,160,18,43,7,,,2,,,,,,,568,
6941,0818403007B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,706,
6942,0818403008A,1,VALLÈS OCCIDENTAL,3,2,36,9,2,58,121,20,25,1,,,,,,,,,,416,https://cataloniavotes.today/img/6942/fdf9fbf3-6c7c-4120-9971-24bdc2ed932f.jpg
6943,0818403008B,0,VALLÈS OCCIDENTAL,2,,46,23,8,79,144,26,32,4,,,2,,,,,,,511,
6944,0818403009A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,775,
6945,0818403009B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,827,
6946,0818404001A,1,VALLÈS OCCIDENTAL,1,2,123,86,37,35,66,8,21,3,,,1,,,,,,,485,https://cataloniavotes.today/imgs/6946/986e1d9a-25e3-4740-a09f-434120166557.jpg
6947,0818404001B,1,VALLÈS OCCIDENTAL,,2,127,106,43,58,45,16,47,3,,,,,,,,,,617,https://cataloniavotes.today/imgs/6947/2ff5e5e8-d976-4b70-83b6-57e2f8d32b08.jpg
6948,0818404002A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,446,
6949,0818404002B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,524,
6950,0818404003A,1,VALLÈS OCCIDENTAL,,3,100,57,13,88,128,24,33,4,,,1,,,,,,,543,https://cataloniavotes.today/imgs/6950/27571c26-7be0-4d71-ae71-d5646e5a0e94.jpg
6951,0818404003B,1,VALLÈS OCCIDENTAL,5,4,115,68,19,91,158,14,48,5,,,,,,,,,,651,https://cataloniavotes.today/img/6951/c59a3833-1344-47dc-b6c3-bd8db469ecb6.jpg
6952,0818404004A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,762,
6953,0818404004B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,851,
6954,0818404005A,1,VALLÈS OCCIDENTAL,4,2,130,94,33,63,78,13,40,,,,1,,,,,,,570,https://cataloniavotes.today/img/6954/7e6df7db-082c-4bca-8675-f05df3eda0bc.jpg
6955,0818404005B,1,VALLÈS OCCIDENTAL,,1,141,99,33,51,119,16,32,3,,,,,,,,,,637,https://cataloniavotes.today/img/6955/0244aeac-0b3b-4a78-ab76-f5cb5e538ca1.jpg
6956,0818404006A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,,
6957,0818404006B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,,
