IDMESA,CodiMesa,MesaTancada,COMARCA,VNULS,VBLANCS,VERC,VJXC,VCUP,VPSC,VCS,VPPC,VCOM,VPACMA,VDIALEG,VPUMJUST,VRECORTES,VFAMILIA,VDN,VPFIV,VCONVER,VUNIDOS,VCILUS,CENS,ACTA
6613,4314806005A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6614,4314806005B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6615,4314806006U,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6616,4314806008A,0,TARRAGONES,1,1,91,103,18,50,142,38,20,4,,,1,,,,,,,560,https://cataloniavotes.today/img/6616/b50c873e-74ef-48c2-a172-c940f6957190.jpg
6617,4314806008B,0,TARRAGONES,4,2,115,118,22,55,153,54,43,2,,1,1,,,,,,,668,https://cataloniavotes.today/img/6617/a561a5d8-d145-4231-a156-ec1bbd770339.jpg
6618,4314806009A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,741,https://cataloniavotes.today/img/6618/ecd882ea-1fdd-44c7-a278-1418ee58aa9b.jpg
6619,4314806009B,0,TARRAGONES,3,2,157,124,20,91,194,91,43,2,,,1,,,,,,,793,https://cataloniavotes.today/img/6619/61efb386-1053-4fbf-af6f-1b35da111541.jpg
6620,4314806010A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,557,https://cataloniavotes.today/img/6620/a21d4c2f-cbf5-4410-b5db-4773c4f46f06.jpg
6621,4314806010B,0,TARRAGONES,2,3,71,73,14,56,162,37,19,5,,,1,,,,,,,524,https://cataloniavotes.today/img/6621/42efb1af-db26-4e32-9931-7d934f9f0921.jpg
6622,4314806011A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,560,
6623,4314806011B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,536,
6624,4314806012A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,https://cataloniavotes.today/img/6624/4c591553-076e-4f58-895e-5ef7c6b2eae5.jpg
6625,4314806012B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,668,
6626,4314806013U,1,TARRAGONES,1,4,122,92,16,85,164,48,48,3,,,1,,,,,,,704,https://cataloniavotes.today/img/6626/7c227cbf-bbaa-436c-81f1-fbf49ca9a872.jpg
6627,4314806015A,1,TARRAGONES,1,2,47,14,8,94,235,23,24,6,,,,,,,,,,598,https://cataloniavotes.today/imgs/6627/d006a507-b894-4cd8-aed6-1c4e6c02087b.jpg
6628,4314806015B,1,TARRAGONES,1,,30,20,7,50,64,18,16,1,,,1,,,,,,,296,https://cataloniavotes.today/imgs/6628/85bb1026-32cc-4d79-ac00-7a2f0f7b2b53.jpg
6629,4314806016A,1,TARRAGONES,1,3,147,95,15,76,164,18,36,2,,,1,,,,,,,629,https://cataloniavotes.today/img/6629/be0161b5-ee96-4146-ab42-f156e53af3c8.jpg
6630,4314806016B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,607,https://cataloniavotes.today/img/6630/9e52c261-3d63-4fcd-9961-a28f8b2a51a8.jpg
6631,4314806016C,0,TARRAGONES,4,1,166,96,28,87,163,25,28,5,,,1,,,,,,,682,https://cataloniavotes.today/imgs/6631/306474e2-29b3-4f7c-91fc-22abd9912d88.jpg
6632,4314807001A,0,TARRAGONES,1,2,93,72,21,61,131,28,22,6,,,,,,,,,,572,https://cataloniavotes.today/img/6632/38805da3-32df-401d-b23d-ee9249712152.jpg
6633,4314807001B,0,TARRAGONES,2,2,130,65,22,65,149,23,28,7,,,3,,,,,,,,https://cataloniavotes.today/img/6633/347faec5-0569-4cb1-8690-4111ff64d0c8.jpg
6634,4314807002A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,607,https://cataloniavotes.today/img/6634/16685b01-cfec-4e78-9c91-fed911d63988.jpg
6635,4314807002B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,585,https://cataloniavotes.today/img/6635/bad3d3e9-268f-43d2-8619-509502467167.jpg
6636,4314807002C,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,601,https://cataloniavotes.today/img/6636/5485a644-7038-4a8f-8721-f55b66d43cef.jpg
6637,4314807003A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,661,
6638,4314807003B,0,TARRAGONES,,1,42,24,4,50,151,28,24,5,,,,,,,,,,457,HTTP ERROR
6639,4314807004A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,584,
6640,4314807004B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,602,
6641,4314807004C,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,667,
6642,4314807005U,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,599,
6643,4314807006U,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,799,
6644,4314807007A,1,TARRAGONES,2,2,70,92,13,36,128,31,14,1,,,,,,,,,,467,https://cataloniavotes.today/img/6644/9c140e58-4d48-4644-a6e9-097d256bf8b2.jpg
6645,4314807007B,1,TARRAGONES,1,3,80,121,22,42,144,33,18,3,,,,,,,,,,539,https://cataloniavotes.today/img/6645/93b51ba1-e48e-4019-a6ee-35f05006a0d0.jpg
6646,4314807007C,0,TARRAGONES,,,52,39,9,32,53,14,16,2,,,1,,,,,,,302,https://cataloniavotes.today/img/6646/6cdf8e4f-f8a1-4276-9b5a-97701d82a149.jpg
6647,4314807008A,0,TARRAGONES,,,106,94,19,87,169,22,31,6,,,2,,,,,,,613,https://cataloniavotes.today/img/6647/adddf72f-fef1-4c55-bc9d-8ffc9177d80f.jpg
6648,4314807008B,0,TARRAGONES,3,1,108,70,16,103,199,26,36,11,,,2,,,,,,,637,https://cataloniavotes.today/img/6648/7b7a8ae9-f59b-4876-8bce-1d7caf812f14.jpg
6649,4314807008C,0,TARRAGONES,2,1,114,109,22,76,226,32,47,4,,,1,,,,,,,709,https://cataloniavotes.today/img/6649/54724946-552e-40cd-9b47-21a6c5735f21.jpg
6650,4314807010A,0,TARRAGONES,,1,42,24,4,50,151,28,24,5,,,,,,,,,,457,HTTP ERROR
6651,4314807010B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,331,
6652,4314807011A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,703,
6653,4314807011B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,682,
6654,4314807012A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,549,
6655,4314807012B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,563,
6656,4314807013A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,https://cataloniavotes.today/img/6656/7baaed73-2694-4559-8ac7-4c5317c72d6d.jpg
6657,4314807013B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,https://cataloniavotes.today/img/6657/5222bbf4-9975-4409-9d48-e72a97c7ab25.jpg
6658,4314807013C,0,TARRAGONES,2,4,128,130,30,76,186,26,34,3,,,,,,,,,,,https://cataloniavotes.today/img/6658/df589c91-b60b-4db5-9219-fd393a5bc155.jpg
6659,4314807014U,1,TARRAGONES,1,1,120,151,10,66,240,67,28,4,,,,,,,,,,769,https://cataloniavotes.today/img/6659/55ac07db-affd-4cf2-b4b9-082a3d749c8f.jpg
6660,4314807015A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,545,
6661,4314807015B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,510,
6662,4314807016A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6663,4314807016B,1,TARRAGONES,4,4,111,154,10,73,134,19,28,6,,,2,,,,,,,609,https://cataloniavotes.today/img/6663/1e9e66cf-6210-45e7-9555-403f180f8cf2.JPG
6664,4314807016C,0,TARRAGONES,2,,133,145,22,62,200,24,26,7,,,1,,,,,,,694,https://cataloniavotes.today/img/6664/c6d291a4-2562-4254-8f1a-a8a3b561ad28.jpg
6665,4314807017A,0,TARRAGONES,2,5,148,95,24,91,203,29,54,2,,,1,,,,,,,720,https://cataloniavotes.today/img/6665/705fd8ed-fdfb-4481-94a0-db88d08527e4.jpg
6666,4314807017B,0,TARRAGONES,4,4,105,95,22,92,232,32,48,5,,,2,,,,,,,709,https://cataloniavotes.today/img/6666/eb0280e8-bfc5-4179-b34f-15daf561c276.jpg
6667,4314807018A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6668,4314807018B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6669,4314807019A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,528,
6670,4314807019B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,606,
6671,4314807019C,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,597,
6672,4314807020A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6673,4314807020B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6674,4314807020C,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6675,4314807021A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,727,
6676,4314807021B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,665,
6677,4314807022A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,510,
6678,4314807022B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,547,
6679,4314808001A,0,TARRAGONES,,,47,29,5,70,161,33,29,6,,,1,,,,,,,554,https://cataloniavotes.today/img/6679/17fe7006-2a75-4ec0-b23f-2246a2ce3e68.jpg
6680,4314808001B,0,TARRAGONES,,3,59,29,9,88,158,22,31,8,,,,,,,,,,578,
6681,4314808002A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,450,https://cataloniavotes.today/img/6681/f84a953a-e50e-4d18-803d-cafc034550d7.jpg
6682,4314808002B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,393,
6683,4314808003A,1,TARRAGONES,,4,145,134,34,64,153,24,46,5,,,3,,,,,,,691,https://cataloniavotes.today/img/6683/7d682d41-d173-41cb-9d2b-c40733c97a7d.jpg
6684,4314808003B,0,TARRAGONES,5,1,43,18,10,109,234,43,28,3,,,1,,,,,,,624,https://cataloniavotes.today/img/6684/0e90d048-ff7f-4b9b-ba91-e384dc9b6d8a.jpg
6685,4314808004U,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,766,
6686,4314808005A,0,TARRAGONES,2,1,36,10,7,64,167,21,22,7,,,1,,,,,,,476,https://cataloniavotes.today/imgs/6686/7161f813-1454-4edf-9a56-34991c98ec99.jpg
6687,4314808005B,1,TARRAGONES,,,32,10,7,75,168,15,28,2,,,1,,,,,,,444,https://cataloniavotes.today/imgs/6687/82ff7d7b-84b9-4efd-aef0-f025f9db475c.jpg
6688,4314808006A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,656,
6689,4314808006B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,637,
6690,4314808007A,1,TARRAGONES,,1,39,25,9,90,222,19,28,11,,,,,,,,,,553,https://cataloniavotes.today/imgs/6690/9574c15e-2997-4ab8-93fa-f9bc5ccbe811.jpg
6691,4314808007B,1,TARRAGONES,1,2,51,28,4,95,214,29,39,7,,,3,,,,,,,590,https://cataloniavotes.today/img/6691/cb2e4da5-d209-4700-b032-069f78b36a36.jpg
6692,4314808008A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6693,4314808008B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6694,4314808009A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6695,4314808009B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6696,4314808009C,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6697,4314808010U,0,TARRAGONES,1,1,19,15,7,89,199,45,30,5,,,3,,,,,,,792,https://cataloniavotes.today/imgs/6697/5c0ccb93-d381-46f4-aa35-4694c1114484.jpg
6698,4314808011A,1,TARRAGONES,1,,34,16,5,81,176,26,36,8,,,,,,,,,,447,https://cataloniavotes.today/img/6698/80d33331-aaa1-4e90-a3af-ec79cb3d50cd.jpg
6699,4314808011B,0,TARRAGONES,4,1,43,9,5,60,202,17,37,2,,,1,,,,,,,454,https://cataloniavotes.today/img/6699/9022e3d3-4408-4cc9-ba33-ba9bdbc07048.jpg
6700,4314808012U,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6701,4314808013U,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6702,4314808014U,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,532,https://cataloniavotes.today/img/6702/97ca1f49-021c-45a6-b3fa-896cb16eab4f.jpg
6703,4314809001A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6704,4314809001B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6705,4314809002U,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6706,4314809003U,0,TARRAGONES,2,,24,5,6,113,273,33,28,9,,,1,,,,,,,657,https://cataloniavotes.today/img/6706/d8b9c051-16cd-437c-8e9c-1fc96f73bb20.jpg
6707,4314809004A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,456,
6708,4314809004B,1,TARRAGONES,1,,13,7,1,76,190,27,24,2,,,2,,,,,,,463,https://cataloniavotes.today/imgs/6708/0dfb255c-af60-45da-bff2-0cc2f8aadada.jpg
6709,4314809008U,1,TARRAGONES,,2,29,8,1,101,293,39,39,6,,,1,,,,,,,650,https://cataloniavotes.today/imgs/6709/002cad09-137b-4cec-a261-6339a501aa40.jpg
6710,4314809009U,0,TARRAGONES,,2,29,8,1,101,293,39,39,6,,,1,,,,,,,652,
6711,4314809010A,1,TARRAGONES,,3,15,10,2,78,201,19,31,2,,,3,,,,,,,470,https://cataloniavotes.today/img/6711/d9c14a71-efa2-4890-80e4-974bc75d395f.jpg
6712,4314809010B,0,TARRAGONES,,,23,6,3,71,214,22,30,10,,,,,,,,,,488,https://cataloniavotes.today/imgs/6712/dc9ab2bf-7ac3-4ed7-8b18-60dfce79a581.jpg
6713,4315301001A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6714,4315301001B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6715,4315301002A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6716,4315301002B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6717,4315301003A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6718,4315301003B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6719,4315301004A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6720,4315301004B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6721,4315301004C,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6722,4315301005A,1,TARRAGONES,,1,109,96,22,78,144,26,30,3,,,2,,,,,,,650,https://cataloniavotes.today/img/6722/0b6a69ec-af78-4c12-9fa7-86100bdc4d6b.jpg
6723,4315301005B,1,TARRAGONES,2,1,90,108,20,69,153,18,30,4,,,,,,,,,,638,https://cataloniavotes.today/img/6723/5694e4d6-e087-4818-a05b-d6688d5dcc6a.jpg
6724,4315301006A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6725,4315301006B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6726,4315301006C,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6727,4315301007A,1,TARRAGONES,1,2,95,104,20,80,154,26,33,4,,,,,,,,,,688,https://cataloniavotes.today/img/6727/28b467b0-d3d7-4ba3-83e6-18deebe8640c.jpg
6728,4315301007B,1,TARRAGONES,2,,114,121,29,70,138,29,36,5,,,1,,,,,,,679,https://cataloniavotes.today/img/6728/5af7cff1-c7a3-411f-9cb1-b01a7511746e.jpg
6729,4315301008A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6730,4315301008B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6731,4316401001U,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6732,4317101001A,1,TARRAGONES,3,2,78,60,15,65,186,11,27,4,,,1,,,,,,,542,https://cataloniavotes.today/img/6732/5233c630-537d-43a8-b0e4-41c0171fe34f.jpg
6733,4317101001B,0,TARRAGONES,,,86,81,13,73,205,13,33,10,,,1,,,,,,,615,https://cataloniavotes.today/img/6733/5bc8e591-6050-47bc-9f16-2c201aa1fadf.jpg
6734,4317101001C,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,569,https://cataloniavotes.today/img/6734/8af8e4d3-5a4d-450f-bda0-a2ca77697385.jpg
6735,4317101002A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,499,
6736,4317101002B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,594,
6737,4317101002C,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,586,
6738,4317101003A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6739,4317101003B,0,TARRAGONES,4,1,54,34,3,55,182,18,26,6,,,1,,,,,,,,https://cataloniavotes.today/img/6739/a869b78e-4efe-448a-9b56-d29d3c850760.jpg
6740,4317101004U,1,TARRAGONES,3,3,97,115,16,60,126,31,29,3,,,,,,,,,,613,https://cataloniavotes.today/img/6740/b5a64e29-902e-4ba7-857b-0c90432c1514.jpg
6741,4317101005A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,6742,https://cataloniavotes.today/img/6741/a286fe5d-3d0f-4b78-990c-b9922263676f.jpg
6742,4317101005B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,497,
6743,4317101006A,1,TARRAGONES,5,,65,37,7,81,242,28,29,4,,,,,,,,,,618,https://cataloniavotes.today/imgs/6743/e4be2918-720f-4921-bff8-03ef88a781f7.jpg
6744,4317101006B,1,TARRAGONES,3,,43,42,5,76,205,22,33,4,,,,,,,,,,535,https://cataloniavotes.today/img/6744/2f18e1d9-9ac4-4fdd-b177-ed1dc50aa374.jpg
6745,4317101007A,0,TARRAGONES,5,1,53,41,7,92,283,30,49,7,,,3,,,,,,,713,
6746,4317101007B,0,TARRAGONES,7,1,64,43,11,101,342,21,42,7,,,2,,,,,,,793,https://cataloniavotes.today/img/6746/bbc28ea0-19e7-4d08-8251-e561887ce85e.jpg
6747,4317101008A,0,TARRAGONES,1,1,51,46,9,50,194,16,17,3,,,3,,,,,,,550,https://cataloniavotes.today/img/6747/16b80ed1-8dcb-4ea0-a655-a4e504dd06f3.jpg
6748,4317101008B,0,TARRAGONES,,,42,31,4,58,166,31,22,9,,,2,,,,,,,572,https://cataloniavotes.today/img/6748/0a6e8ec7-4408-4a97-a712-343166d932ee.jpg
6749,4317101008C,0,TARRAGONES,2,,46,49,6,49,214,24,25,7,,,1,,,,,,,589,https://cataloniavotes.today/img/6749/b1d5385b-d59d-48cc-b4d6-3b44b4be8ec0.jpg
6750,4317101009A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,538,https://cataloniavotes.today/img/6750/433e0ef8-79ae-43b1-9cf2-2770ab6c26ca.jpg
6751,4317101009B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,629,https://cataloniavotes.today/img/6751/f26a5ec7-6548-4443-a894-0262e8d8fd9e.jpg
6752,4317101010A,0,TARRAGONES,1,1,48,31,9,65,254,17,32,5,,,3,,,,,,,572,https://cataloniavotes.today/img/6752/4854b58c-ef47-4797-bc2a-94d2a9f56ac0.jpg
6753,4317101010B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,500,https://cataloniavotes.today/img/6753/ea757b7e-72f6-4ddb-9d89-a6a3df2759b5.jpg
6754,4317101011A,0,TARRAGONES,2,3,65,41,6,62,203,8,38,3,,,,,,,,,,514,https://cataloniavotes.today/img/6754/bfc3d42b-ca2e-42db-9e88-38855a5940dd.jpg
6755,4317101011B,0,TARRAGONES,6,,56,54,12,75,263,13,43,9,,,,,,,,,,630,https://cataloniavotes.today/img/6755/4c4578df-fff5-4ed9-bcd6-5d1c46c6d475.jpg
6756,4317101011C,0,TARRAGONES,2,4,74,44,6,71,264,12,42,10,,,2,,,,,,,633,https://cataloniavotes.today/img/6756/1e6dfbdd-b34f-4eca-b0e9-adff4a201d26.jpg
6757,4317101012U,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,511,
6758,4316601001A,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,482,
6759,4316601001B,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,,
6760,4316601001C,0,TARRAGONES,,,,,,,,,,,,,,,,,,,,569,
6761,0805101001U,0,VALLÈS OCCIDENTAL,1,6,200,183,36,85,160,34,44,9,,,,,,,,,,893,https://cataloniavotes.today/img/6761/9079d7a5-5107-40ba-a00e-8c70aa31aa74.jpg
6762,0805101002A,1,VALLÈS OCCIDENTAL,1,3,122,137,17,36,59,3,24,6,,,1,,,,,,,473,https://cataloniavotes.today/img/6762/45e87412-6c12-4ba7-af39-92904c0ceaac.jpg
6763,0805101002B,1,VALLÈS OCCIDENTAL,1,2,148,175,41,54,91,8,32,4,,,1,,,,,,,639,https://cataloniavotes.today/img/6763/1e4df15a-0958-4a9f-aa1a-02e794191a79.jpg
6764,0805101003A,0,VALLÈS OCCIDENTAL,1,,133,153,29,58,93,18,32,5,,,,,,,,,,636,https://cataloniavotes.today/img/6764/f8f883d8-ed59-4402-b935-13702833d505.jpg
6765,0805101003B,1,VALLÈS OCCIDENTAL,3,,161,162,29,68,125,15,33,3,,,,,,,,,,750,https://cataloniavotes.today/img/6765/5ae23763-8d8f-4b17-9a6e-5c7ef3aafb1f.jpg
6766,0805101004A,1,VALLÈS OCCIDENTAL,8,3,187,144,34,60,117,16,41,6,,,1,,,,,,,711,https://cataloniavotes.today/img/6766/efaa9e61-cfb2-43be-851b-d5871c1c9d60.jpg
6767,0805101004B,0,VALLÈS OCCIDENTAL,3,7,196,183,40,80,138,22,62,8,,,,,,,,,,866,
6768,0805101005A,1,VALLÈS OCCIDENTAL,1,2,116,156,14,72,115,30,30,2,,,1,,,,,,,613,https://cataloniavotes.today/img/6768/3f658c4a-db0c-4586-9f33-ccc548cba93f.jpg
6769,0805101005B,1,VALLÈS OCCIDENTAL,1,5,166,188,23,89,145,17,35,11,,,,,,,,,,766,https://cataloniavotes.today/img/6769/cb669cce-db75-4e08-8121-d9932b134d63.jpg
6770,0805101006A,1,VALLÈS OCCIDENTAL,,,128,97,14,52,166,22,28,11,,,,,,,,,,648,https://cataloniavotes.today/img/6770/3074dcc7-8258-4be7-9343-d6a8f951cb44.jpg
6771,0805101006B,1,VALLÈS OCCIDENTAL,,3,108,134,11,55,146,31,38,5,,,1,,,,,,,666,https://cataloniavotes.today/img/6771/61ad688e-ab82-4ab7-8196-712acd8f5f5b.jpg
6772,0805101007A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,821,
6773,0805101007B,1,VALLÈS OCCIDENTAL,3,10,194,116,38,103,214,33,68,6,,,,,,,,,,919,https://cataloniavotes.today/img/6773/9d728a9d-3b0d-4533-9a2c-6cc8c70c4b86.jpg
6774,0805101008A,1,VALLÈS OCCIDENTAL,1,2,154,125,32,75,151,25,37,4,,,3,,,,,,,712,https://cataloniavotes.today/img/6774/99468543-adf1-4e62-a1ec-7d57ee710cfd.jpg
6775,0805101008B,1,VALLÈS OCCIDENTAL,2,7,175,131,34,88,198,20,88,6,,,,,,,,,,873,https://cataloniavotes.today/img/6775/86375187-91c7-4cdd-8fbe-3b7e7861cf1a.jpg
6776,0805101009A,1,VALLÈS OCCIDENTAL,3,4,201,155,30,111,180,15,68,3,,,2,,,,,,,892,https://cataloniavotes.today/img/6776/e1145b1b-1b85-4f4d-9836-9327d69dd437.jpg
6777,0805101009B,0,VALLÈS OCCIDENTAL,3,3,241,175,34,109,183,16,61,9,,,2,,,,,,,963,https://cataloniavotes.today/img/6777/c6d284c0-91a4-40a2-8fac-fd4524b08948.jpg
6778,0805101010A,1,VALLÈS OCCIDENTAL,1,,102,86,13,66,119,14,46,6,,,,,,,,,,518,https://cataloniavotes.today/img/6778/f392df7a-9b1e-49df-8205-a285b6be796c.jpg
6779,0805101010B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,596,
6780,0805101011U,1,VALLÈS OCCIDENTAL,2,2,213,236,76,54,109,21,39,,,,,,,,,,,847,https://cataloniavotes.today/img/6780/521f0d9c-0630-473d-b839-b97c1a9ff0e5.jpg
6781,0805101012U,1,VALLÈS OCCIDENTAL,2,4,169,105,32,70,146,13,70,10,,,2,,,,,,,768,https://cataloniavotes.today/img/6781/04fcaf0c-5db1-4782-a2a3-aba2fba6a220.jpg
6782,0805101013A,0,VALLÈS OCCIDENTAL,2,4,129,95,16,85,175,14,48,8,,,2,,,,,,,660,https://cataloniavotes.today/img/6782/a66bb683-19fd-43db-98cd-86890f741f4d.jpg
6783,0805101013B,1,VALLÈS OCCIDENTAL,3,7,147,83,13,100,202,19,74,7,,1,1,,,,,,,774,https://cataloniavotes.today/img/6783/e19e1cd9-9610-4dfc-ad79-9cd06321403a.jpg
6784,0805101014A,1,VALLÈS OCCIDENTAL,,4,97,129,14,51,96,5,18,4,,,,,,,,,,476,https://cataloniavotes.today/img/6784/932a4ddd-dcf6-4ae1-84e2-159ee83409c5.jpg
6785,0805101014B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,683,
6786,0805401001A,1,VALLÈS OCCIDENTAL,5,3,109,82,22,76,132,12,45,2,,,3,,,,,,,568,https://cataloniavotes.today/img/6786/4b913ba2-0944-46ba-9864-9726ea0a1af1.jpg
6787,0805401001B,1,VALLÈS OCCIDENTAL,1,2,133,64,19,73,157,23,52,8,,,1,,,,,,,631,https://cataloniavotes.today/img/6787/5c15aa3f-c37c-4a89-b998-b3839fad2767.jpg
6788,0805401001C,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,680,
6789,0805401002A,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,409,
6790,0805401002B,1,VALLÈS OCCIDENTAL,1,,90,46,9,51,115,12,27,2,,,,,,,,,,403,https://cataloniavotes.today/img/6790/64b7870a-87b1-44ef-933d-c3600a2c4cb9.jpg
6791,0805401003A,0,VALLÈS OCCIDENTAL,2,4,127,100,24,92,200,16,63,7,,,4,,,,,,,735,
6792,0805401003B,1,VALLÈS OCCIDENTAL,2,3,158,115,25,86,167,15,41,6,,,2,,,,,,,723,https://cataloniavotes.today/img/6792/2a4c0bfd-287f-4077-a8bb-0636e3e8ed88.jpg
6793,0805401004A,1,VALLÈS OCCIDENTAL,2,6,94,91,33,56,104,6,28,3,,,2,,,,,,,491,https://cataloniavotes.today/img/6793/d6a4942a-0890-43f5-9cd8-8236f6429ae7.jpg
6794,0805401004B,0,VALLÈS OCCIDENTAL,3,2,138,87,29,79,155,11,49,6,,,4,,,,,,,630,
6795,0805401004C,1,VALLÈS OCCIDENTAL,1,5,132,104,38,75,127,13,33,6,,,2,,,,,,,618,https://cataloniavotes.today/img/6795/bcd9f7db-858f-4601-a199-6a2ebcd6eea5.jpg
6796,0805401005A,1,VALLÈS OCCIDENTAL,1,1,120,66,16,62,143,25,33,5,,,2,,,,,,,541,https://cataloniavotes.today/img/6796/b1d3cbdb-6783-48d7-bde5-ae93805fea73.jpg
6797,0805401005B,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,660,
6798,0805401005C,0,VALLÈS OCCIDENTAL,,,,,,,,,,,,,,,,,,,,565,
6799,0805401006A,1,VALLÈS OCCIDENTAL,4,1,90,48,23,99,243,29,57,11,,,3,,,,,,,769,https://cataloniavotes.today/img/6799/83d35f12-e103-4f22-a5c4-16be999a0342.jpg
6800,0805401006B,1,VALLÈS OCCIDENTAL,2,1,114,41,12,85,183,29,64,15,,,1,,,,,,,668,https://cataloniavotes.today/img/6800/29bb6f81-294f-45a5-b6dd-681e0955d09d.jpg
